,ID,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,id,salary_group,nd_work_year,nd_experience_level,nd_employment_type,nd_job_title,nd_employee_residence,nd_remote_ratio,nd_company_location,nd_company_size
15,16,2020,MI,FT,Data Analyst,8000,PK,50,PK,L,15,L,0.0,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.11970833333333333,0.0,0.06080347448425625,1.0
16,17,2020,EN,FT,Data Engineer,41689,JP,100,JP,S,16,L,0.0,0.0,0.5310394944273952,0.2685646073109755,0.5078454810495627,1.0,0.7174419109663409,0.0
17,18,2020,SE,FT,Big Data Engineer,114047,PL,100,GB,S,17,M,0.0,0.5587999258288353,0.5310394944273952,0.11653165361582218,0.26621173469387754,1.0,0.5054269873172085,0.0
18,19,2020,EN,FT,Data Science Consultant,5707,IN,50,IN,M,18,L,0.0,0.0,0.5310394944273952,0.16019308314179823,0.17001190476190478,0.0,0.16014169381107493,0.9393074166112807
19,20,2020,MI,FT,Lead Data Engineer,56000,PT,100,US,M,19,L,0.0,0.19158975187097918,0.5310394944273952,0.3361324454254475,0.1982780612244898,1.0,0.9124121301096481,0.9393074166112807
20,21,2020,MI,FT,Machine Learning Engineer,43331,CN,0,CN,M,20,L,0.0,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.20066836734693877,0.6182883892724929,0.4408175895765472,0.9393074166112807
21,22,2020,MI,FT,Product Data Analyst,6072,IN,100,IN,L,21,L,0.0,0.19158975187097918,0.5310394944273952,0.019087016474345016,0.17001190476190478,1.0,0.16014169381107493,1.0
22,23,2020,SE,FT,Data Engineer,47899,GR,50,GR,L,22,L,0.0,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.2669960753532182,0.0,0.31461297009179745,1.0
23,24,2020,MI,FT,BI Data Analyst,98000,US,0,US,M,23,M,0.0,0.19158975187097918,0.5310394944273952,0.17354286424535756,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.9393074166112807
24,25,2020,MI,FT,Lead Data Scientist,115000,AE,0,AE,L,24,M,0.0,0.19158975187097918,0.5310394944273952,0.2747334149167524,0.4897959183673469,0.6182883892724929,0.6254071661237784,1.0
25,26,2020,EX,FT,Director of Data Science,325000,US,100,US,L,25,H,0.0,1.0,0.5310394944273952,0.4746478274035201,0.7407863136218342,1.0,0.9124121301096481,1.0
26,27,2020,EN,FT,Research Scientist,42000,NL,50,NL,L,26,L,0.0,0.0,0.5310394944273952,0.2592913754313786,0.29059489795918364,0.0,0.3318941368078176,1.0
27,28,2020,SE,FT,Data Engineer,33511,MX,0,MX,S,27,L,0.0,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.07237244897959183,0.6182883892724929,0.18321389793702497,0.0
28,29,2020,EN,CT,Business Data Analyst,100000,US,100,US,L,28,M,0.0,0.0,1.0,0.17838790162941606,0.7407863136218342,1.0,0.9124121301096481,1.0
29,30,2020,SE,FT,Machine Learning Manager,117104,CA,50,CA,L,29,M,0.0,0.5587999258288353,0.5310394944273952,0.2795233125871203,0.47492505277973257,0.0,0.6242588490770902,1.0
30,31,2020,MI,FT,Data Engineering Manager,59303,DE,100,DE,S,30,L,0.0,0.19158975187097918,0.5310394944273952,0.29484698103811147,0.41730038265306124,1.0,0.5079042103993244,0.0
31,32,2020,EN,FT,Big Data Engineer,70000,US,100,US,L,31,L,0.0,0.0,0.5310394944273952,0.11653165361582218,0.7407863136218342,1.0,0.9124121301096481,1.0
32,33,2020,SE,FT,Data Scientist,68428,GR,100,US,L,32,L,0.0,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.2669960753532182,1.0,0.9124121301096481,1.0
33,34,2020,MI,FT,Research Scientist,450000,US,0,US,M,33,H,0.0,0.19158975187097918,0.5310394944273952,0.2592913754313786,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.9393074166112807
34,35,2020,MI,FT,Data Analyst,46759,FR,50,FR,L,34,L,0.0,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.28513577097505666,0.0,0.3906883821932682,1.0
35,36,2020,MI,FT,Data Engineer,74130,AT,50,AT,L,35,L,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.3711156462585034,0.0,0.44899511400651465,1.0
36,37,2020,MI,FT,Data Science Consultant,103000,US,100,US,L,36,M,0.0,0.19158975187097918,0.5310394944273952,0.16019308314179823,0.7407863136218342,1.0,0.9124121301096481,1.0
37,38,2020,EN,FT,Machine Learning Engineer,250000,US,50,US,L,37,H,0.0,0.0,0.5310394944273952,0.24893239923187313,0.7407863136218342,0.0,0.9124121301096481,1.0
38,39,2020,EN,FT,Data Analyst,10000,NG,100,NG,S,38,L,0.0,0.0,0.5310394944273952,0.2189340146691745,0.1326530612244898,1.0,0.16938110749185667,0.0
39,40,2020,EN,FT,Machine Learning Engineer,138000,US,100,US,S,39,H,0.0,0.0,0.5310394944273952,0.24893239923187313,0.7407863136218342,1.0,0.9124121301096481,0.0
40,41,2020,MI,FT,Data Scientist,45760,PH,100,US,S,40,L,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.21306122448979592,1.0,0.9124121301096481,0.0
41,42,2020,EX,FT,Data Engineering Manager,79833,ES,50,ES,L,41,M,0.0,1.0,0.5310394944273952,0.29484698103811147,0.2734357142857143,0.0,0.3196100511865984,1.0
42,43,2020,MI,FT,Machine Learning Infrastructure Engineer,50180,PT,0,PT,M,42,L,0.0,0.19158975187097918,0.5310394944273952,0.23958497563758943,0.1982780612244898,0.6182883892724929,0.2853013029315961,0.9393074166112807
43,44,2020,MI,FT,Data Engineer,106000,US,100,US,L,43,M,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
44,45,2020,MI,FT,Data Engineer,112872,GB,50,GB,L,44,M,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.39491407699443415,0.0,0.5054269873172085,1.0
45,46,2020,EN,PT,ML Engineer,15966,DE,100,DE,S,45,L,0.0,0.0,0.0,0.2805243361336967,0.41730038265306124,1.0,0.5079042103993244,0.0
46,47,2020,MI,FT,Data Scientist,76958,GB,100,GB,S,46,M,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.39491407699443415,1.0,0.5054269873172085,0.0
47,48,2020,SE,FT,Data Engineer,188000,US,100,US,L,47,H,0.0,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
48,49,2020,MI,FT,Data Scientist,105000,US,100,US,L,48,M,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,1.0
49,50,2020,MI,FT,Data Engineer,70139,FR,50,FR,L,49,L,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.28513577097505666,0.0,0.3906883821932682,1.0
50,51,2020,EN,FT,Data Analyst,6072,IN,0,IN,S,50,L,0.0,0.0,0.5310394944273952,0.2189340146691745,0.17001190476190478,0.6182883892724929,0.16014169381107493,0.0
51,52,2020,EN,FT,Data Analyst,91000,US,100,US,L,51,M,0.0,0.0,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,1.0
52,53,2020,EN,FT,AI Scientist,45896,DK,50,DK,S,52,L,0.0,0.0,0.5310394944273952,0.15197181975713026,0.16965561224489795,0.0,0.3282497285559175,0.0
53,54,2020,EN,FT,Data Engineer,54742,PK,100,DE,L,53,L,0.0,0.0,0.5310394944273952,0.2685646073109755,0.11970833333333333,1.0,0.5079042103993244,1.0
54,55,2020,SE,FL,Computer Vision Engineer,60000,RU,100,US,S,54,L,0.0,0.5587999258288353,0.0985416274764116,0.09762565556614973,0.5191326530612245,1.0,0.9124121301096481,0.0
55,56,2020,SE,FT,Principal Data Scientist,148261,DE,100,DE,M,55,H,0.0,0.5587999258288353,0.5310394944273952,0.5251205071471294,0.41730038265306124,1.0,0.5079042103993244,0.9393074166112807
56,57,2020,MI,FT,Data Scientist,38776,ES,100,ES,M,56,L,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.2734357142857143,1.0,0.3196100511865984,0.9393074166112807
57,58,2020,MI,FT,Data Scientist,118000,US,100,US,M,57,M,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
58,59,2020,SE,FT,Data Scientist,120000,US,50,US,L,58,M,0.0,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.0,0.9124121301096481,1.0
59,60,2020,MI,FT,Data Scientist,138350,US,100,US,M,59,H,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
60,61,2020,MI,FT,Data Engineer,110000,US,100,US,L,60,M,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
61,62,2020,MI,FT,Data Engineer,130800,ES,100,US,M,61,H,0.0,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.2734357142857143,1.0,0.9124121301096481,0.9393074166112807
62,63,2020,EN,PT,Data Scientist,21669,IT,50,IT,S,62,L,0.0,0.0,0.0,0.25770979347509587,0.2938775510204082,0.0,0.21085667752442996,0.0
63,64,2020,SE,FT,Data Scientist,412000,US,100,US,L,63,H,0.0,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,1.0
64,65,2020,SE,FT,Machine Learning Engineer,45618,HR,100,HR,S,64,L,0.0,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.21233673469387754,1.0,0.27112703583061887,0.0
65,66,2020,EN,FT,Data Scientist,62726,DE,50,DE,S,65,L,0.0,0.0,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.0,0.5079042103993244,0.0
66,67,2020,EN,FT,Data Scientist,49268,DE,0,DE,S,66,L,0.0,0.0,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.6182883892724929,0.5079042103993244,0.0
67,68,2020,SE,FT,Data Science Manager,190200,US,100,US,M,67,H,0.0,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
68,69,2020,EN,FT,Data Scientist,105000,US,100,US,S,68,M,0.0,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.0
69,70,2020,SE,FT,Data Scientist,91237,AT,0,AT,S,69,M,0.0,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.3711156462585034,0.6182883892724929,0.44899511400651465,0.0
70,71,2020,MI,FT,Data Scientist,62726,FR,50,LU,S,70,L,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.26021281216069486,0.0
71,72,2020,MI,FT,Data Scientist,42197,FR,50,FR,S,71,L,0.0,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.3906883821932682,0.0
72,73,2021,EN,FT,Research Scientist,82528,GB,50,GB,L,72,M,0.13396049696362416,0.0,0.5310394944273952,0.2592913754313786,0.39491407699443415,0.0,0.5054269873172085,1.0
73,74,2021,EX,FT,BI Data Analyst,150000,IN,100,US,L,73,H,0.13396049696362416,1.0,0.5310394944273952,0.17354286424535756,0.17001190476190478,1.0,0.9124121301096481,1.0
74,75,2021,EX,FT,Head of Data,235000,US,100,US,L,74,H,0.13396049696362416,1.0,0.5310394944273952,0.387279993793654,0.7407863136218342,1.0,0.9124121301096481,1.0
75,76,2021,SE,FT,Data Scientist,53192,FR,50,FR,L,75,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.3906883821932682,1.0
76,77,2021,MI,FT,BI Data Analyst,100000,US,100,US,M,76,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.17354286424535756,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
77,78,2021,MI,PT,3D Computer Vision Researcher,5409,IN,50,IN,M,77,L,0.13396049696362416,0.19158975187097918,0.0,0.0,0.17001190476190478,0.0,0.16014169381107493,0.9393074166112807
78,79,2021,MI,CT,ML Engineer,270000,US,100,US,L,78,H,0.13396049696362416,0.19158975187097918,1.0,0.2805243361336967,0.7407863136218342,1.0,0.9124121301096481,1.0
79,80,2021,EN,FT,Data Analyst,80000,US,100,US,M,79,M,0.13396049696362416,0.0,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
80,81,2021,SE,FT,Data Analytics Engineer,79197,DE,100,DE,L,80,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.14862759671764378,0.41730038265306124,1.0,0.5079042103993244,1.0
81,82,2021,MI,FT,Data Engineer,140000,US,100,US,L,81,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
82,83,2021,MI,FT,Applied Data Scientist,54238,GB,50,CA,L,82,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.42605063677610355,0.39491407699443415,0.0,0.6242588490770902,1.0
83,84,2021,MI,FT,Machine Learning Engineer,47282,ES,100,ES,S,83,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.2734357142857143,1.0,0.3196100511865984,0.0
84,85,2021,EX,FT,Director of Data Science,153667,IT,100,PL,L,84,H,0.13396049696362416,1.0,0.5310394944273952,0.4746478274035201,0.2938775510204082,1.0,0.40444625407166124,1.0
85,86,2021,MI,FT,Data Engineer,28476,PL,100,PL,L,85,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.26621173469387754,1.0,0.40444625407166124,1.0
86,87,2021,EN,FT,Data Analyst,59102,FR,50,FR,M,86,L,0.13396049696362416,0.0,0.5310394944273952,0.2189340146691745,0.28513577097505666,0.0,0.3906883821932682,0.9393074166112807
87,88,2021,MI,FT,Data Analytics Engineer,110000,US,100,US,L,87,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.14862759671764378,0.7407863136218342,1.0,0.9124121301096481,1.0
88,89,2021,SE,FT,Lead Data Analyst,170000,US,100,US,L,88,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.21720709425387458,0.7407863136218342,1.0,0.9124121301096481,1.0
89,90,2021,SE,FT,Data Analyst,80000,BG,100,US,S,89,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2189340146691745,0.3877551020408163,1.0,0.9124121301096481,0.0
90,91,2021,SE,FT,Marketing Data Analyst,88654,GR,100,DK,L,90,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2083255128368757,0.2669960753532182,1.0,0.3282497285559175,1.0
91,92,2021,EN,FT,Data Science Consultant,76833,DE,100,DE,S,91,L,0.13396049696362416,0.0,0.5310394944273952,0.16019308314179823,0.41730038265306124,1.0,0.5079042103993244,0.0
92,93,2021,MI,FT,Lead Data Analyst,19609,IN,100,IN,L,92,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.21720709425387458,0.17001190476190478,1.0,0.16014169381107493,1.0
93,94,2021,SE,FT,Lead Data Engineer,276000,US,0,US,L,93,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3361324454254475,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
94,95,2021,EN,FT,Data Scientist,29751,IN,50,IN,L,94,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.17001190476190478,0.0,0.16014169381107493,1.0
95,96,2021,MI,FT,Cloud Data Engineer,89294,SG,50,SG,L,95,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2984001141166843,0.5111045918367347,0.0,0.5556612377850163,1.0
96,97,2021,EN,PT,AI Scientist,12000,BR,100,US,S,96,L,0.13396049696362416,0.0,0.0,0.15197181975713026,0.25834013605442174,1.0,0.9124121301096481,0.0
97,98,2021,MI,FT,Financial Data Analyst,450000,US,100,US,L,97,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.6746673473626783,0.7407863136218342,1.0,0.9124121301096481,1.0
98,99,2021,EN,FT,Computer Vision Software Engineer,70000,US,100,US,M,98,L,0.13396049696362416,0.0,0.5310394944273952,0.24985464303917423,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
99,100,2021,MI,FT,Computer Vision Software Engineer,95746,DE,100,US,S,99,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24985464303917423,0.41730038265306124,1.0,0.9124121301096481,0.0
100,101,2021,MI,FT,Data Analyst,75000,US,0,US,L,100,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
101,102,2021,SE,FT,Data Engineer,150000,US,100,US,L,101,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
102,103,2021,MI,FT,BI Data Analyst,36259,HU,50,US,L,102,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.17354286424535756,0.16325,0.0,0.9124121301096481,1.0
103,104,2021,MI,FT,Data Analyst,62000,US,0,US,L,103,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
104,105,2021,MI,FT,Data Scientist,73000,US,0,US,L,104,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
105,106,2021,MI,FT,Data Analyst,51519,GB,50,GB,L,105,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.39491407699443415,0.0,0.5054269873172085,1.0
106,107,2021,MI,FT,Research Scientist,187442,CA,100,CA,L,106,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2592913754313786,0.47492505277973257,1.0,0.6242588490770902,1.0
107,108,2021,SE,FT,Data Engineer,115000,US,100,US,S,107,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,0.0
108,109,2021,SE,FT,Data Engineer,150000,US,100,US,M,108,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
109,110,2021,EN,FT,Data Engineer,30428,IN,100,IN,L,109,L,0.13396049696362416,0.0,0.5310394944273952,0.2685646073109755,0.17001190476190478,1.0,0.16014169381107493,1.0
110,111,2021,SE,FT,Machine Learning Engineer,94564,DE,50,DE,L,110,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.41730038265306124,0.0,0.5079042103993244,1.0
111,112,2021,SE,FT,Director of Data Engineering,113476,GB,100,GB,M,111,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.37870973069964037,0.39491407699443415,1.0,0.5054269873172085,0.9393074166112807
112,113,2021,SE,FT,Lead Data Engineer,103160,GB,100,GB,S,112,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3361324454254475,0.39491407699443415,1.0,0.5054269873172085,0.0
113,114,2021,EN,PT,AI Scientist,12000,PK,100,US,M,113,L,0.13396049696362416,0.0,0.0,0.15197181975713026,0.11970833333333333,1.0,0.9124121301096481,0.9393074166112807
114,115,2021,MI,FT,Data Engineer,45391,NL,100,NL,L,114,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.29059489795918364,1.0,0.3318941368078176,1.0
115,116,2021,EN,FT,Machine Learning Scientist,225000,US,100,US,L,115,H,0.13396049696362416,0.0,0.5310394944273952,0.38290026552149575,0.7407863136218342,1.0,0.9124121301096481,1.0
116,117,2021,MI,FT,Data Scientist,50000,NG,100,NG,L,116,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.1326530612244898,1.0,0.16938110749185667,1.0
117,118,2021,MI,FT,Data Science Engineer,40189,GR,100,GR,M,117,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.17616596303053203,0.2669960753532182,1.0,0.31461297009179745,0.9393074166112807
118,119,2021,EN,FT,Data Analyst,90000,US,100,US,S,118,M,0.13396049696362416,0.0,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,0.0
119,120,2021,MI,FT,Data Engineer,200000,US,100,US,L,119,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
120,121,2021,MI,FT,Big Data Engineer,60000,ES,50,RO,M,120,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.11653165361582218,0.2734357142857143,0.0,0.36482084690553745,0.9393074166112807
121,122,2021,SE,FT,Principal Data Engineer,200000,US,100,US,M,121,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.8081371535728615,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
122,123,2021,EN,FT,Data Analyst,50000,US,100,US,M,122,L,0.13396049696362416,0.0,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
123,124,2021,EN,FT,Applied Data Scientist,110037,GB,0,GB,L,123,M,0.13396049696362416,0.0,0.5310394944273952,0.42605063677610355,0.39491407699443415,0.6182883892724929,0.5054269873172085,1.0
124,125,2021,EN,PT,Data Analyst,10354,ES,50,ES,M,124,L,0.13396049696362416,0.0,0.0,0.2189340146691745,0.2734357142857143,0.0,0.3196100511865984,0.9393074166112807
125,126,2021,MI,FT,Principal Data Scientist,151000,US,100,US,L,125,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.5251205071471294,0.7407863136218342,1.0,0.9124121301096481,1.0
126,127,2021,SE,FT,Machine Learning Scientist,120000,US,50,US,S,126,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.38290026552149575,0.7407863136218342,0.0,0.9124121301096481,0.0
127,128,2021,MI,FT,Data Scientist,9466,IN,0,IN,S,127,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.17001190476190478,0.6182883892724929,0.16014169381107493,0.0
128,129,2021,EN,FT,Machine Learning Engineer,20000,IN,100,IN,S,128,L,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.17001190476190478,1.0,0.16014169381107493,0.0
129,130,2021,SE,FT,Lead Data Scientist,40570,IN,50,IN,L,129,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2747334149167524,0.17001190476190478,0.0,0.16014169381107493,1.0
130,131,2021,EN,FT,Machine Learning Developer,100000,IQ,50,IQ,S,130,M,0.13396049696362416,0.0,0.5310394944273952,0.20133503173661738,0.4897959183673469,0.0,0.6254071661237784,0.0
131,132,2021,EN,FT,Data Scientist,49646,FR,50,FR,M,131,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.3906883821932682,0.9393074166112807
132,133,2021,MI,FT,Applied Machine Learning Scientist,38400,VN,100,US,M,132,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.3419990690481017,0.13673469387755102,1.0,0.9124121301096481,0.9393074166112807
133,134,2021,SE,FT,Computer Vision Engineer,24000,BR,100,BR,M,133,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.09762565556614973,0.25834013605442174,1.0,0.0951313789359392,0.9393074166112807
134,135,2021,EN,FT,Data Scientist,100000,US,0,US,S,134,M,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.0
135,136,2021,MI,FT,Data Analyst,90000,US,100,US,M,135,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
136,137,2021,MI,FT,ML Engineer,63711,JP,50,JP,S,136,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2805243361336967,0.5078454810495627,0.0,0.7174419109663409,0.0
137,138,2021,MI,FT,ML Engineer,77364,JP,50,JP,S,137,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2805243361336967,0.5078454810495627,0.0,0.7174419109663409,0.0
138,139,2021,SE,FT,Principal Data Scientist,220000,US,0,US,L,138,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.5251205071471294,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
139,140,2021,EN,FT,Data Scientist,80000,US,100,US,M,139,M,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
140,141,2021,MI,FT,Data Analyst,135000,US,100,US,L,140,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,1.0
141,142,2021,SE,FT,Data Science Manager,240000,US,0,US,L,141,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
