,ID,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,id,salary_group
367,368,2022,MI,FT,Data Analyst,58000,US,0,US,S,367,L
368,369,2022,EX,FT,Analytics Engineer,135000,US,100,US,M,368,H
369,370,2022,SE,FT,Data Scientist,170000,US,100,US,M,369,H
370,371,2022,SE,FT,Data Scientist,123000,US,100,US,M,370,M
371,372,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M,371,H
372,373,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M,372,H
373,374,2022,MI,FT,ETL Developer,54957,GR,0,GR,M,373,L
374,375,2022,MI,FT,ETL Developer,54957,GR,0,GR,M,374,L
375,376,2022,EX,FT,Lead Data Engineer,118187,CA,100,CA,S,375,M
376,377,2022,SE,FT,Data Analyst,132000,US,0,US,M,376,H
377,378,2022,SE,FT,Data Engineer,165400,US,100,US,M,377,H
378,379,2022,SE,FT,Data Architect,208775,US,100,US,M,378,H
379,380,2022,SE,FT,Data Architect,147800,US,100,US,M,379,H
380,381,2022,SE,FT,Data Engineer,136994,US,100,US,M,380,H
381,382,2022,SE,FT,Data Engineer,101570,US,100,US,M,381,M
382,383,2022,SE,FT,Data Analyst,128875,US,100,US,M,382,M
383,384,2022,SE,FT,Data Analyst,93700,US,100,US,M,383,M
384,385,2022,EX,FT,Head of Machine Learning,79039,IN,50,IN,L,384,M
385,386,2022,SE,FT,Data Engineer,132320,US,100,US,M,385,H
386,387,2022,EN,FT,Machine Learning Engineer,37300,GB,100,GB,L,386,L
387,388,2022,SE,FT,Data Analyst,164000,US,0,US,M,387,H
388,389,2022,SE,FT,Data Engineer,155000,US,100,US,M,388,H
389,390,2022,MI,FT,Machine Learning Engineer,124333,GB,0,GB,M,389,M
390,391,2022,MI,FT,Machine Learning Engineer,98158,GB,0,GB,M,390,M
391,392,2022,MI,FT,AI Scientist,120000,US,0,US,M,391,M
392,393,2022,SE,FT,Data Analyst,112900,US,100,US,M,392,M
393,394,2022,SE,FT,Data Analyst,90320,US,100,US,M,393,M
394,395,2022,SE,FT,Data Analytics Manager,145000,US,100,US,M,394,H
395,396,2022,SE,FT,Data Analytics Manager,105400,US,100,US,M,395,M
396,397,2022,MI,FT,Machine Learning Engineer,87932,FR,100,DE,M,396,M
397,398,2022,MI,FT,Data Engineer,117789,GB,0,GB,M,397,M
398,399,2022,SE,FT,Data Scientist,215300,US,100,US,L,398,H
399,400,2022,SE,FT,Data Scientist,158200,US,100,US,L,399,H
400,401,2022,SE,FT,Data Engineer,209100,US,100,US,L,400,H
401,402,2022,SE,FT,Data Engineer,154600,US,100,US,L,401,H
402,403,2022,SE,FT,Data Analyst,115934,US,0,US,M,402,M
403,404,2022,SE,FT,Data Analyst,81666,US,0,US,M,403,M
404,405,2022,SE,FT,Data Engineer,175000,US,100,US,M,404,H
405,406,2022,MI,FT,Data Engineer,98158,GB,0,GB,M,405,M
406,407,2022,MI,FT,Data Analyst,58000,US,0,US,S,406,L
407,408,2022,SE,FT,Data Engineer,183600,US,100,US,L,407,H
408,409,2022,MI,FT,Data Analyst,52351,GB,100,GB,M,408,L
409,410,2022,SE,FT,Data Scientist,180000,US,100,US,M,409,H
410,411,2022,MI,FT,Data Scientist,71982,GB,0,GB,M,410,L
411,412,2022,MI,FT,Data Scientist,45807,GB,0,GB,M,411,L
412,413,2022,MI,FT,Data Engineer,65949,GR,100,GR,M,412,L
413,414,2022,MI,FT,Data Engineer,49461,GR,100,GR,M,413,L
414,415,2022,MI,FT,Data Engineer,78526,GB,100,GB,M,414,M
415,416,2022,MI,FT,Data Engineer,58894,GB,100,GB,M,415,L
416,417,2022,SE,FT,Data Scientist,260000,US,100,US,M,416,H
417,418,2022,SE,FT,Data Science Engineer,60000,AR,100,MX,L,417,L
418,419,2022,MI,FT,Data Engineer,63900,US,0,US,M,418,L
419,420,2022,MI,FT,Machine Learning Scientist,160000,US,100,US,L,419,H
420,421,2022,MI,FT,Machine Learning Scientist,112300,US,100,US,L,420,M
421,422,2022,MI,FT,Data Science Manager,241000,US,100,US,M,421,H
422,423,2022,MI,FT,Data Science Manager,159000,US,100,US,M,422,H
423,424,2022,SE,FT,Data Scientist,180000,US,0,US,M,423,H
424,425,2022,SE,FT,Data Scientist,80000,US,0,US,M,424,M
425,426,2022,MI,FT,Data Engineer,82900,US,0,US,M,425,M
426,427,2022,SE,FT,Data Engineer,100800,US,100,US,L,426,M
427,428,2022,MI,FT,Data Engineer,49461,ES,100,ES,M,427,L
428,429,2022,SE,FT,Data Scientist,140400,US,0,US,L,428,H
429,430,2022,MI,FT,Data Analyst,39263,GB,100,GB,M,429,L
430,431,2022,MI,FT,Data Analyst,43966,ES,100,ES,M,430,L
431,432,2022,MI,FT,Data Analyst,32974,ES,100,ES,M,431,L
432,433,2022,MI,FT,Data Engineer,87932,ES,100,ES,M,432,M
433,434,2022,MI,FT,Data Engineer,76940,ES,100,ES,M,433,M
434,435,2022,MI,FT,Data Engineer,104702,GB,100,GB,M,434,M
435,436,2022,MI,FT,Data Engineer,91614,GB,100,GB,M,435,M
436,437,2022,MI,FT,Data Engineer,65949,ES,100,ES,M,436,L
437,438,2022,MI,FT,Data Engineer,87932,GR,100,GR,M,437,M
438,439,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M,438,H
439,440,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M,439,H
440,441,2022,MI,FT,Data Analyst,43966,GR,100,GR,M,440,L
441,442,2022,MI,FT,Data Analyst,32974,GR,100,GR,M,441,L
442,443,2022,MI,FT,Data Engineer,98158,GB,100,GB,M,442,M
443,444,2022,MI,FT,Data Engineer,78526,GB,100,GB,M,443,M
444,445,2022,SE,FT,Data Scientist,215300,US,0,US,L,444,H
445,446,2022,MI,FT,Data Engineer,76940,GR,100,GR,M,445,M
446,447,2022,SE,FT,Data Engineer,209100,US,100,US,L,446,H
447,448,2022,SE,FT,Data Engineer,154600,US,100,US,L,447,H
448,449,2022,SE,FT,Data Engineer,180000,US,100,US,M,448,H
449,450,2022,EN,FT,ML Engineer,21983,PT,100,PT,L,449,L
450,451,2022,SE,FT,Data Engineer,80000,US,100,US,M,450,M
451,452,2022,MI,FT,Machine Learning Developer,78791,CA,100,CA,M,451,M
452,453,2022,EX,FT,Director of Data Science,196979,CA,50,CA,L,452,H
453,454,2022,MI,FT,Machine Learning Engineer,120000,US,100,US,S,453,M
454,455,2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M,454,M
455,456,2022,MI,FT,NLP Engineer,37236,US,50,US,L,455,L
456,457,2022,SE,FT,Data Engineer,105000,US,100,US,M,456,M
457,458,2022,SE,FT,Lead Machine Learning Engineer,87932,DE,0,DE,M,457,M
458,459,2022,MI,FT,Business Data Analyst,18442,IN,100,IN,M,458,L
459,460,2022,MI,FT,Data Scientist,31615,IN,100,IN,L,459,L
460,461,2022,MI,FT,Machine Learning Infrastructure Engineer,58255,PT,50,PT,L,460,L
461,462,2022,EN,FT,Financial Data Analyst,100000,US,50,US,L,461,M
462,463,2022,MI,PT,Data Engineer,54957,DE,50,DE,L,462,L
463,464,2022,EN,FT,Data Scientist,18442,IN,100,IN,M,463,L
464,465,2022,SE,FT,Principal Data Scientist,162674,DE,100,DE,M,464,H
465,466,2022,EN,FT,Data Engineer,120000,US,100,US,M,465,M
466,467,2022,SE,FT,Research Scientist,144000,US,50,US,L,466,H
467,468,2022,SE,FT,Data Scientist,104890,US,100,US,M,467,M
468,469,2022,SE,FT,Data Engineer,100000,US,100,US,M,468,M
469,470,2022,SE,FT,Data Scientist,140000,US,100,US,M,469,H
470,471,2022,MI,FT,Data Analyst,135000,US,100,US,M,470,H
471,472,2022,MI,FT,Data Analyst,50000,US,100,US,M,471,L
472,473,2022,SE,FT,Data Scientist,220000,US,100,US,M,472,H
473,474,2022,SE,FT,Data Scientist,140000,US,100,US,M,473,H
474,475,2022,MI,FT,Data Scientist,183228,GB,0,GB,M,474,H
475,476,2022,MI,FT,Data Scientist,91614,GB,0,GB,M,475,M
476,477,2022,SE,FT,Data Scientist,185100,US,100,US,M,476,H
477,478,2022,SE,FT,Machine Learning Engineer,220000,US,100,US,M,477,H
478,479,2022,MI,FT,Data Scientist,200000,US,100,US,M,478,H
479,480,2022,MI,FT,Data Scientist,120000,US,100,US,M,479,M
480,481,2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S,480,M
481,482,2022,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S,481,L
482,483,2022,EX,FT,Data Engineer,324000,US,100,US,M,482,H
483,484,2022,EX,FT,Data Engineer,216000,US,100,US,M,483,H
484,485,2022,SE,FT,Data Engineer,210000,US,100,US,M,484,H
485,486,2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M,485,M
486,487,2022,SE,FT,Data Scientist,230000,US,100,US,M,486,H
487,488,2022,EN,PT,Data Scientist,100000,DZ,50,DZ,M,487,M
488,489,2022,MI,FL,Data Scientist,100000,CA,100,US,M,488,M
489,490,2022,EN,CT,Applied Machine Learning Scientist,31875,TN,100,CZ,M,489,L
490,491,2022,SE,FT,Head of Data,200000,MY,100,US,M,490,H
491,492,2022,MI,FT,Principal Data Analyst,75000,CA,100,CA,S,491,L
492,493,2022,MI,FT,Data Scientist,35590,PL,100,PL,L,492,L
493,494,2022,SE,FT,Machine Learning Developer,78791,CA,100,CA,M,493,M
494,495,2022,SE,FT,Data Scientist,100000,BR,100,US,M,494,M
495,496,2022,MI,FT,Machine Learning Scientist,153000,US,50,US,M,495,H
496,497,2022,EN,FT,Data Engineer,58035,PK,100,DE,M,496,L
497,498,2022,SE,FT,Data Scientist,165000,US,100,US,M,497,H
498,499,2022,SE,FT,Research Scientist,93427,FR,50,FR,L,498,M
499,500,2022,EN,FT,Data Scientist,52396,CA,100,CA,L,499,L
500,501,2022,SE,FT,Machine Learning Engineer,62651,NL,100,NL,L,500,L
501,502,2022,MI,FT,Head of Data,32974,EE,100,EE,S,501,L
502,503,2022,EN,FT,Data Scientist,40000,JP,100,MY,L,502,L
503,504,2022,MI,FT,Machine Learning Engineer,87425,AU,100,AU,L,503,M
504,505,2022,SE,FT,Data Engineer,115000,US,100,US,M,504,M
505,506,2022,EN,FT,Data Scientist,86703,AU,50,AU,M,505,M
506,507,2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L,506,L
507,508,2022,MI,FT,Research Scientist,64849,AT,0,AT,L,507,L
508,509,2022,EN,FT,Research Scientist,120000,US,100,US,L,508,M
509,510,2022,MI,FT,Applied Data Scientist,157000,US,100,US,L,509,H
510,511,2022,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S,510,H
511,512,2022,MI,FT,Business Data Analyst,70912,CA,50,CA,L,511,L
512,513,2022,EN,FT,Data Engineer,65000,US,100,US,S,512,L
513,514,2022,SE,FT,Machine Learning Engineer,71444,IE,100,IE,S,513,L
514,515,2022,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M,514,L
515,516,2022,MI,FT,Data Scientist,48000,RU,100,US,S,515,L
516,517,2022,SE,FT,Data Science Manager,152500,US,100,US,M,516,H
517,518,2022,MI,FT,Data Engineer,68147,FR,100,FR,M,517,L
518,519,2022,MI,FT,Data Scientist,122346,CH,0,CH,L,518,M
519,520,2022,SE,FT,Applied Data Scientist,380000,US,100,US,L,519,H
520,521,2022,MI,FT,Data Scientist,69336,CA,100,CA,M,520,L
521,522,2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M,521,L
522,523,2022,MI,FT,Data Analyst,20000,GR,100,GR,S,522,L
523,524,2022,SE,FT,Data Analytics Lead,405000,US,100,US,L,523,H
524,525,2022,MI,FT,Data Scientist,135000,US,100,US,L,524,H
525,526,2022,SE,FT,Applied Data Scientist,177000,US,100,US,L,525,H
526,527,2022,MI,FT,Data Scientist,78000,US,100,US,M,526,M
527,528,2022,SE,FT,Data Analyst,135000,US,100,US,M,527,H
528,529,2022,SE,FT,Data Analyst,100000,US,100,US,M,528,M
529,530,2022,SE,FT,Data Analyst,90320,US,100,US,M,529,M
530,531,2022,MI,FT,Data Analyst,85000,CA,0,CA,M,530,M
531,532,2022,MI,FT,Data Analyst,75000,CA,0,CA,M,531,L
532,533,2022,SE,FT,Machine Learning Engineer,214000,US,100,US,M,532,H
533,534,2022,SE,FT,Machine Learning Engineer,192600,US,100,US,M,533,H
534,535,2022,SE,FT,Data Architect,266400,US,100,US,M,534,H
535,536,2022,SE,FT,Data Architect,213120,US,100,US,M,535,H
536,537,2022,SE,FT,Data Analyst,112900,US,100,US,M,536,M
537,538,2022,SE,FT,Data Engineer,155000,US,100,US,M,537,H
538,539,2022,MI,FT,Data Scientist,141300,US,0,US,M,538,H
539,540,2022,MI,FT,Data Scientist,102100,US,0,US,M,539,M
540,541,2022,SE,FT,Data Analyst,115934,US,100,US,M,540,M
541,542,2022,SE,FT,Data Analyst,81666,US,100,US,M,541,M
542,543,2022,MI,FT,Data Engineer,206699,US,0,US,M,542,H
543,544,2022,MI,FT,Data Engineer,99100,US,0,US,M,543,M
544,545,2022,SE,FT,Data Engineer,130000,US,100,US,M,544,M
545,546,2022,SE,FT,Data Engineer,115000,US,100,US,M,545,M
546,547,2022,SE,FT,Data Engineer,110500,US,100,US,M,546,M
547,548,2022,SE,FT,Data Engineer,130000,US,100,US,M,547,M
548,549,2022,SE,FT,Data Analyst,99050,US,100,US,M,548,M
549,550,2022,SE,FT,Data Engineer,160000,US,100,US,M,549,H
550,551,2022,SE,FT,Data Scientist,205300,US,0,US,L,550,H
551,552,2022,SE,FT,Data Scientist,140400,US,0,US,L,551,H
552,553,2022,SE,FT,Data Scientist,176000,US,100,US,M,552,H
553,554,2022,SE,FT,Data Scientist,144000,US,100,US,M,553,H
554,555,2022,SE,FT,Data Engineer,200100,US,100,US,M,554,H
555,556,2022,SE,FT,Data Engineer,160000,US,100,US,M,555,H
556,557,2022,SE,FT,Data Engineer,145000,US,100,US,M,556,H
557,558,2022,SE,FT,Data Engineer,70500,US,0,US,M,557,L
558,559,2022,SE,FT,Data Scientist,205300,US,0,US,M,558,H
559,560,2022,SE,FT,Data Scientist,140400,US,0,US,M,559,H
560,561,2022,SE,FT,Analytics Engineer,205300,US,0,US,M,560,H
561,562,2022,SE,FT,Analytics Engineer,184700,US,0,US,M,561,H
562,563,2022,SE,FT,Data Engineer,175100,US,100,US,M,562,H
563,564,2022,SE,FT,Data Engineer,140250,US,100,US,M,563,H
564,565,2022,SE,FT,Data Analyst,116150,US,100,US,M,564,M
565,566,2022,SE,FT,Data Engineer,54000,US,0,US,M,565,L
566,567,2022,SE,FT,Data Analyst,170000,US,100,US,M,566,H
567,568,2022,MI,FT,Data Analyst,65438,GB,0,GB,M,567,L
568,569,2022,SE,FT,Data Analyst,80000,US,100,US,M,568,M
569,570,2022,SE,FT,Data Scientist,140000,US,100,US,M,569,H
570,571,2022,SE,FT,Data Scientist,210000,US,100,US,M,570,H
571,572,2022,SE,FT,Data Scientist,140000,US,100,US,M,571,H
572,573,2022,SE,FT,Data Analyst,100000,US,100,US,M,572,M
573,574,2022,SE,FT,Data Analyst,69000,US,100,US,M,573,L
574,575,2022,SE,FT,Data Scientist,210000,US,100,US,M,574,H
575,576,2022,SE,FT,Data Scientist,140000,US,100,US,M,575,H
576,577,2022,SE,FT,Data Scientist,210000,US,100,US,M,576,H
577,578,2022,SE,FT,Data Analyst,150075,US,100,US,M,577,H
578,579,2022,SE,FT,Data Engineer,100000,US,100,US,M,578,M
579,580,2022,SE,FT,Data Engineer,25000,US,100,US,M,579,L
580,581,2022,SE,FT,Data Analyst,126500,US,100,US,M,580,M
581,582,2022,SE,FT,Data Analyst,106260,US,100,US,M,581,M
582,583,2022,SE,FT,Data Engineer,220110,US,100,US,M,582,H
583,584,2022,SE,FT,Data Engineer,160080,US,100,US,M,583,H
584,585,2022,SE,FT,Data Analyst,105000,US,100,US,M,584,M
585,586,2022,SE,FT,Data Analyst,110925,US,100,US,M,585,M
586,587,2022,MI,FT,Data Analyst,45807,GB,0,GB,M,586,L
587,588,2022,SE,FT,Data Scientist,140000,US,100,US,M,587,H
588,589,2022,SE,FT,Data Analyst,99000,US,0,US,M,588,M
589,590,2022,SE,FT,Data Analyst,60000,US,100,US,M,589,L
590,591,2022,SE,FT,Data Architect,192564,US,100,US,M,590,H
591,592,2022,SE,FT,Data Architect,144854,US,100,US,M,591,H
592,593,2022,SE,FT,Data Scientist,230000,US,100,US,M,592,H
593,594,2022,SE,FT,Data Scientist,150000,US,100,US,M,593,H
594,595,2022,SE,FT,Data Analytics Manager,150260,US,100,US,M,594,H
595,596,2022,SE,FT,Data Analytics Manager,109280,US,100,US,M,595,M
596,597,2022,SE,FT,Data Scientist,210000,US,100,US,M,596,H
597,598,2022,SE,FT,Data Analyst,170000,US,100,US,M,597,H
598,599,2022,MI,FT,Data Scientist,160000,US,100,US,M,598,H
599,600,2022,MI,FT,Data Scientist,130000,US,100,US,M,599,M
600,601,2022,EN,FT,Data Analyst,67000,CA,0,CA,M,600,L
601,602,2022,EN,FT,Data Analyst,52000,CA,0,CA,M,601,L
602,603,2022,SE,FT,Data Engineer,154000,US,100,US,M,602,H
603,604,2022,SE,FT,Data Engineer,126000,US,100,US,M,603,M
604,605,2022,SE,FT,Data Analyst,129000,US,0,US,M,604,M
605,606,2022,SE,FT,Data Analyst,150000,US,100,US,M,605,H
606,607,2022,MI,FT,AI Scientist,200000,IN,100,US,L,606,H
